Metagenome,MAG_ID,BGC_ID,class,Predicted_product,lg(TPM),Domain,Phylum,Class,Order,Family,Genus,Species
M39,Aegir_M39_B140,MHDDIMKH_115.region001,Terpene,Terpene generic,1.943525546,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M39,Aegir_M39_B141,FDIMNBAG_415.region001,Terpene,Terpene generic,2.35019222,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_121.region001,Hybrid,hglE-KS:T1PKS,2.099683347,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_21.region001,Hybrid,hglE-KS:T1PKS,1.909749022,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_232.region001,Polyketide,T1PKS,1.151689985,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B142,GEPOGDIE_170.region001,RiPP,ranthipeptide,2.072592116,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M39,Aegir_M39_B143,NFGOFIFO_351.region001,NRP,NRP generic,2.013289614,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_498.region001,NRP,NRP generic,1.757994658,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_179.region001,NRP,NRP generic,1.656817732,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_301.region001,NRP,NRP generic,1.621645411,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_207.region001,NRP,NRP generic,1.613038808,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_135.region001,NRP,NRP generic,1.56628556,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_511.region001,NRP,NRPS-like,1.561332805,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_568.region001,NRP,NRP generic,1.344292455,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B144,LEDLLEGN_58.region001,RiPP,RiPP-like,3.626774902,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M39,Aegir_M39_B144,LEDLLEGN_43.region001,RiPP,RRE-containing,3.514936655,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M39,Aegir_M39_B145,IJCCDICF_112.region001,RiPP,RiPP-like,2.755962886,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_427.region001,NRP,NRPS-like,1.93363715,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_51.region001,NRP,NRP generic,1.875624178,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_139.region001,NRP,NRP generic,1.841870781,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_402.region001,Terpene,Terpene generic,1.319509767,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B146,OICIJIOO_157.region001,Other,hserlactone,3.84193123,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_58.region001,Terpene,Terpene generic,3.161856403,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_10.region001,NRP,NRPS-like,3.130736747,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_144.region001,Other,betalactone,3.098190951,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_39.region001,RiPP,RiPP-like,3.050446292,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B147,FKCHBHNE_67.region001,RiPP,RiPP-like,3.228106871,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
M39,Aegir_M39_B147,FKCHBHNE_74.region001,Other,nucleoside,2.740216504,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
M39,Aegir_M39_B148,KAEGOJLK_584.region001,NRP,NRP generic,1.538667611,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
M39,Aegir_M39_B149,EDJGDHEF_149.region001,Other,hserlactone,3.18136646,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M39,Aegir_M39_B149,EDJGDHEF_50.region001,Other,hserlactone,3.074535479,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M39,Aegir_M39_B15,JKANDIBI_16.region001,Polyketide,T3PKS,2.212298745,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_276.region001,NRP,NRP generic,2.19326334,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_129.region001,Hybrid,NRPS:T1PKS,1.800106337,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_61.region001,NRP,NRP generic,1.679487434,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_105.region001,Hybrid,NRPS:T1PKS,1.642354935,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B151,FCBIIHDP_89.region001,RiPP,RRE-containing,2.038553991,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B151,FCBIIHDP_125.region001,Terpene,Terpene generic,1.820169798,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B151,FCBIIHDP_57.region001,RiPP,RRE-containing,1.77916661,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B153,FNBCAEOK_891.region001,Other,phosphonate,2.030081038,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B153,FNBCAEOK_726.region001,Other,resorcinol,2.005744605,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B153,FNBCAEOK_519.region001,Polyketide,T3PKS,1.975080298,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B154,IPGEANND_9.region001,RiPP,RRE-containing,2.335484325,Bacteria,Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
M39,Aegir_M39_B154,IPGEANND_7.region001,Other,hydrogen-cyanide,2.241691974,Bacteria,Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
M39,Aegir_M39_B155,KKPGHLON_31.region001,Terpene,Terpene generic,2.939043248,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
M39,Aegir_M39_B155,KKPGHLON_124.region001,Polyketide,T3PKS,2.756658154,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
M39,Aegir_M39_B156,ALMMFMMH_12.region001,RiPP,LAP,2.30538676,Bacteria,Patescibacteriota,Minisyncoccia,Minisyncoccales,JAGGXC01,JAGGXC01,
M39,Aegir_M39_B158,DAIGHAGO_238.region001,RiPP,RRE-containing,3.16551757,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B158,DAIGHAGO_373.region001,RiPP,RiPP-like,2.10266565,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B159,LKLMGDAM_249.region001,RiPP,RRE-containing,2.009133654,Bacteria,Planctomycetota,SZUA-567,JAFGGJ01,JAFGGJ01,,
M39,Aegir_M39_B16,LAEAKBMI_163.region001,RiPP,RiPP-like,2.576216062,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M39,Aegir_M39_B16,LAEAKBMI_422.region001,Terpene,Terpene generic,1.547772076,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M39,Aegir_M39_B160,ENHKGPJA_326.region001,RiPP,RiPP-like,2.653922622,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_29.region001,RiPP,RRE-containing,2.20655433,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_248.region001,RiPP,RRE-containing,2.199137018,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_324.region001,RiPP,RRE-containing,2.087195584,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B161,EACKFKNK_97.region001,RiPP,RiPP-like,2.718786589,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
M39,Aegir_M39_B161,EACKFKNK_79.region001,Other,betalactone,2.533911771,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
M39,Aegir_M39_B163,GPNINHOO_24.region001,Terpene,Terpene generic,2.845219673,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
M39,Aegir_M39_B164,PNPOMJDI_313.region001,RiPP,ranthipeptide,2.094646696,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B166,GHHMGHBK_99.region001,Other,hserlactone,2.716520239,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_54.region001,Terpene,Terpene generic,2.404376517,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_53.region001,Hybrid,NRPS:lanthipeptide,2.384381593,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_117.region001,RiPP,RiPP-like,2.267096292,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B167,NKOFHIIF_622.region001,RiPP,RRE-containing,2.93998818,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
M39,Aegir_M39_B168,CPJGGNFP_72.region001,Other,phosphonate,2.440022356,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M39,Aegir_M39_B17,CBJJPFKK_13.region001,Polyketide,T3PKS,2.539189146,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,
M39,Aegir_M39_B170,FJOFPHMJ_17.region001,Terpene,Terpene generic,2.41351773,Bacteria,Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,CAIOZA01,
M39,Aegir_M39_B171,EIKHOBMN_203.region001,RiPP,RiPP-like,2.794753783,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M39,Aegir_M39_B172,EBJEFPEO_44.region001,Polyketide,T3PKS,2.955593924,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B172,EBJEFPEO_13.region001,RiPP,RiPP-like,2.848022774,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B172,EBJEFPEO_4.region001,Terpene,Terpene generic,2.830452981,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B173,LOGKCIHJ_109.region001,Terpene,Terpene generic,2.636727534,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,S016-54,
M39,Aegir_M39_B174,PAJIPFJH_161.region001,Hybrid,hglE-KS:T1PKS,2.422076691,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_141.region001,NRP,NRP generic,2.265109022,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_122.region001,RiPP,RRE-containing,2.222613387,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_32.region001,Other,hserlactone,2.169502129,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_84.region001,RiPP,RiPP-like,1.937557046,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B175,JCDKLONH_37.region001,RiPP,RiPP-like,1.265255565,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,,
M39,Aegir_M39_B178,AIAADNBJ_180.region001,Polyketide,T3PKS,2.182370304,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_205.region001,Other,resorcinol,2.106467237,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_15.region001,NRP,NRPS-like,2.095230798,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_148.region001,NRP,NRP generic,2.075429327,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_43.region001,Terpene,Terpene generic,2.005764463,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_131.region001,RiPP,RiPP-like,1.785646884,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B18,OGOLDCED_26.region001,Other,resorcinol,2.660441738,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M39,Aegir_M39_B18,OGOLDCED_105.region001,RiPP,RRE-containing,2.64000892,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M39,Aegir_M39_B18,OGOLDCED_79.region001,Other,acyl_amino_acids,2.560066673,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M39,Aegir_M39_B18,OGOLDCED_116.region001,Other,arylpolyene,2.50060233,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M39,Aegir_M39_B18,OGOLDCED_13.region001,Other,arylpolyene,2.345944661,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
M39,Aegir_M39_B181,FNBCNFFH_267.region001,Hybrid,hydrogen-cyanide:T3PKS,3.012939411,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B181,FNBCNFFH_51.region001,Other,arylpolyene,2.84845964,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B181,FNBCNFFH_185.region001,RiPP,RiPP-like,2.834408651,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B181,FNBCNFFH_320.region001,Terpene,Terpene generic,2.633892606,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B181,FNBCNFFH_221.region001,Polyketide,hglE-KS,2.504536125,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B181,FNBCNFFH_18.region001,Other,arylpolyene,2.430703032,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
M39,Aegir_M39_B182,LIPJKAHJ_11.region001,Terpene,Terpene generic,3.650622775,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
M39,Aegir_M39_B182,LIPJKAHJ_33.region001,Other,hserlactone,3.322593034,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
M39,Aegir_M39_B183,CBIJBIGH_198.region001,Other,betalactone,2.654929782,Bacteria,Desulfobacterota,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
M39,Aegir_M39_B183,CBIJBIGH_173.region001,Terpene,Terpene generic,2.47920758,Bacteria,Desulfobacterota,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
M39,Aegir_M39_B183,CBIJBIGH_190.region001,RiPP,ranthipeptide,2.042240219,Bacteria,Desulfobacterota,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
M39,Aegir_M39_B183,CBIJBIGH_4.region001,RiPP,RiPP-like,1.720589787,Bacteria,Desulfobacterota,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
M39,Aegir_M39_B184,EDPJEEBL_131.region001,Other,hydrogen-cyanide,3.197667856,Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,,
M39,Aegir_M39_B185,BGKBPJDF_99.region001,Other,arylpolyene,2.606337584,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_47.region001,RiPP,RRE-containing,2.150567032,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_369.region001,Terpene,Terpene generic,2.007320826,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_304.region001,NRP,NRP generic,1.773884556,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_163.region001,NRP,NRPS-like,1.627091699,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_127.region001,NRP,NRP generic,1.536370466,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_51.region001,Hybrid,NRPS:T1PKS,1.403899795,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B185,BGKBPJDF_357.region001,NRP,NRP generic,1.339170135,Bacteria,Zhuqueibacterota,JdFR-76,JdFR-76,DREG01,DREG01,
M39,Aegir_M39_B186,JNBGNNLM_361.region001,Other,arylpolyene,3.359656152,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B186,JNBGNNLM_229.region001,RiPP,RiPP-like,3.266732182,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B186,JNBGNNLM_212.region001,Other,arylpolyene,2.952201857,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B186,JNBGNNLM_315.region001,RiPP,RiPP-like,2.310644241,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B188,JCKFNMMM_25.region001,RiPP,ranthipeptide,2.318753815,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_332.region001,Terpene,Terpene generic,2.119142727,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_262.region001,RiPP,RiPP-like,1.911903542,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_185.region001,RiPP,RRE-containing,1.889227355,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_145.region001,Other,arylpolyene,1.859659124,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_165.region001,Polyketide,T1PKS,1.832842305,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_191.region001,RiPP,RRE-containing,1.818318026,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_162.region001,Terpene,Terpene generic,1.734224172,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_283.region001,RiPP,RRE-containing,1.655840692,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B188,JCKFNMMM_340.region001,Polyketide,HR-T2PKS,1.591791541,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
M39,Aegir_M39_B19,JNHAIHPN_4.region001,Other,ladderane,3.153031049,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,,
M39,Aegir_M39_B19,JNHAIHPN_184.region001,Other,acyl_amino_acids,2.598326452,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,,
M39,Aegir_M39_B19,JNHAIHPN_96.region001,Other,arylpolyene,2.427025425,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,,
M39,Aegir_M39_B19,JNHAIHPN_149.region001,Other,arylpolyene,2.389571932,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,,
M39,Aegir_M39_B19,JNHAIHPN_165.region001,Other,arylpolyene,2.359946495,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAUUYL01,,
M39,Aegir_M39_B191,EEGHMLPD_225.region001,NRP,NRPS-like,4.106209889,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M39,Aegir_M39_B192,HEEDOPCH_110.region001,Terpene,Terpene generic,3.864950414,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B192,HEEDOPCH_142.region001,Other,hydrogen-cyanide,3.573977057,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B192,HEEDOPCH_120.region001,NRP,NRP generic,2.903989926,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M39,Aegir_M39_B193,IPACGEIK_1.region001,Other,2-dos aminoglycoside,2.08279162,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,
M39,Aegir_M39_B194,MHOBFLEE_241.region001,RiPP,RRE-containing,2.52943166,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,
M39,Aegir_M39_B194,MHOBFLEE_164.region001,RiPP,RiPP-like,2.403372671,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,
M39,Aegir_M39_B194,MHOBFLEE_233.region001,Polyketide,hglE-KS,1.816625295,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,
M39,Aegir_M39_B194,MHOBFLEE_398.region001,Polyketide,T1PKS,1.725665677,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,
M39,Aegir_M39_B194,MHOBFLEE_173.region001,RiPP,RRE-containing,1.449729037,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,
M39,Aegir_M39_B195,GJNOLOFI_98.region001,RiPP,RiPP-like,3.106606914,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_209.region001,RiPP,RiPP-like,3.046497892,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_296.region001,RiPP,RRE-containing,2.957171302,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_380.region001,RiPP,RRE-containing,2.88519675,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_416.region001,Terpene,Terpene generic,2.769482494,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_12.region001,Other,arylpolyene,2.752016823,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_420.region001,Other,arylpolyene,2.717722008,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_142.region001,Other,arylpolyene,2.424416258,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_238.region001,RiPP,RiPP-like,2.163905675,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
M39,Aegir_M39_B195,GJNOLOFI_271.region001,RiPP,RRE-containing,1.981230033,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
