Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species,M24 lg(GPM),M25 lg(GPM),M26 lg(GPM),M33 lg(GPM),M36 lg(GPM),M37 lg(GPM),M38 lg(GPM),M39 lg(GPM),M42 lg(GPM)
M39,Aegir_M39_B135,HPJDLMAJ_244.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0,0,1.347335039,0,0,1.965604304,0,1.612865892,2.928202301,0.993882682
M39,Aegir_M39_B135,HPJDLMAJ_252.region001,Polyketide,hglE-KS,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0,1.271557144,1.728457602,0,0,1.881840068,0,1.927041666,2.990739854,1.609088451
M39,Aegir_M39_B135,HPJDLMAJ_448.region001,RiPP,thiopeptide,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0,0,1.367434514,0,0.895273971,1.286733775,0,1.809056627,2.906178571,1.491103412
M39,Aegir_M39_B135,HPJDLMAJ_96.region001,Other,acyl_amino_acids,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B136,IGJLCKIK_38.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0,0,0.452025421,0,0,0.246385945,0,0,3.102542129,0
M39,Aegir_M39_B136,IGJLCKIK_46.region001,Other,betalactone,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0,0,0.048098295,0,0,0.812495596,0,0,3.523765473,0
M39,Aegir_M39_B136,IGJLCKIK_4.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0,0,0.214845798,0,0.04371525,0,0,0,2.721033821,0
M39,Aegir_M39_B136,IGJLCKIK_8.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0,0,0.16314948,-0.065617448,-0.786132318,0.082448741,0.44081173,0,3.253704845,0
M39,Aegir_M39_B136,IGJLCKIK_8.region002,RiPP,RiPP-like,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0,0,0.184949783,0,0.49094049,0.706309035,0,0,3.351514693,0
M39,Aegir_M39_B137,MGGLONMC_3.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B137,MGGLONMC_113.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B138,DACILNEH_13.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,1.782401093,4.047416025,0,0,0,0,0.61834168,2.819077323,3.254148157
M39,Aegir_M39_B138,DACILNEH_24.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,1.271397212,3.640899255,0,0,1.103528886,0,0,2.405553271,1.245750617
M39,Aegir_M39_B138,DACILNEH_30.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,1.532545722,3.63695334,0,0,1.012494878,0,0,2.427819691,0.982781309
M39,Aegir_M39_B138,DACILNEH_54.region001,Other,phosphonate,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,1.910026406,4.209209131,0,0,1.043188076,0,0.310238423,2.968329162,2.847804364
M39,Aegir_M39_B138,DACILNEH_70.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,1.375557631,3.646324892,0,0,0,0,0,2.435641849,2.374877362
M39,Aegir_M39_B139,KPGNBPHH_28.region001,Terpene,Terpene generic,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,0,1.352295085,0.641878208,0,0,1.776021317,0,0,2.355639866,0
M39,Aegir_M39_B14,OENFBOHI_303.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,0,2.541181703,1.121575657,0,1.928168714,1.341904913,3.14353089,1.785046519,2.581138468,0
M39,Aegir_M39_B140,MHDDIMKH_109.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,1.556107865,1.74769388,0,0,1.21214828,1.445572533,1.447681576,2.409892629,0
M39,Aegir_M39_B140,MHDDIMKH_115.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,1.664986972,2.015432099,0,0.044961002,1.176783495,1.146966313,1.560803649,2.613506454,0
M39,Aegir_M39_B140,MHDDIMKH_122.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,1.169421309,1.184916065,0,0,0.12649172,0.961975964,0.773753308,2.0666212,0
M39,Aegir_M39_B140,MHDDIMKH_44.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B140,MHDDIMKH_71.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B141,FDIMNBAG_121.region001,Hybrid,hglE-KS:T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0,0.107234419,0.020066832,0,0,0,0,0,2.972545165,-0.333385524
M39,Aegir_M39_B141,FDIMNBAG_21.region001,Hybrid,hglE-KS:T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0,0,0,0,0,0,0.885946008,0,2.905060776,0
M39,Aegir_M39_B141,FDIMNBAG_232.region001,Polyketide,T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0,0.113483567,0.327345976,0,0,0,0,0,2.863670559,0.274923615
M39,Aegir_M39_B141,FDIMNBAG_415.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0,0,0,0,0,0,0,0.9163178,2.630323512,0
M39,Aegir_M39_B142,GEPOGDIE_170.region001,RiPP,ranthipeptide,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,0,1.636445688,0.646188115,0,0.475057567,2.096966293,0,0,2.717356235,0
M39,Aegir_M39_B143,NFGOFIFO_135.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,1.130139133,2.414039409,0,2.10228992,2.518573308,0,3.159760749,3.064165691,0
M39,Aegir_M39_B143,NFGOFIFO_179.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,1.317581318,2.122508335,0,2.241126772,2.67605227,0,3.024861286,3.0685763,0
M39,Aegir_M39_B143,NFGOFIFO_207.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,1.176892381,2.121133259,0,1.959986932,2.64249251,1.543478303,3.08157526,3.085003575,0
M39,Aegir_M39_B143,NFGOFIFO_301.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,2.177512644,0,1.856619775,2.46478869,0,2.981910348,2.913281866,0
M39,Aegir_M39_B143,NFGOFIFO_351.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.798991936,1.942273271,0,1.852447663,2.47622165,0,2.861016638,2.819204642,0
M39,Aegir_M39_B143,NFGOFIFO_493.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.279670507,1.14674543,0,1.276644878,1.735051472,0,2.060093765,2.144981253,0
M39,Aegir_M39_B143,NFGOFIFO_498.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.719788239,2.000597438,0,1.93861136,2.344311603,0,2.868188283,2.881973022,0
M39,Aegir_M39_B143,NFGOFIFO_511.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.523126387,1.666407722,0,1.72722625,2.071261404,0,2.417492997,2.596417536,0
M39,Aegir_M39_B143,NFGOFIFO_568.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.908146027,2.011310139,0,2.047787902,2.511129713,0,3.043157874,2.994684659,0
M39,Aegir_M39_B144,LEDLLEGN_58.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,1.988601482,1.933618579,0,1.218419986,1.183911058,1.542274047,1.729715006,3.387980196,0
M39,Aegir_M39_B144,LEDLLEGN_43.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,1.18808983,1.239224942,0,0.628761701,0.418161513,0,1.308461151,2.749257346,0
M39,Aegir_M39_B144,LEDLLEGN_61.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B144,LEDLLEGN_98.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B145,IJCCDICF_112.region001,RiPP,RiPP-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,1.173688423,3.289281524,0,0.614360293,0,0,0,2.50565499,0
M39,Aegir_M39_B145,IJCCDICF_139.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,1.104694358,3.593003281,0,0.846396224,0.936826033,0,0.98202763,2.855285533,1.36304442
M39,Aegir_M39_B145,IJCCDICF_210.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,3.213138338,0,0.877654934,0,0,0,2.270109127,0
M39,Aegir_M39_B145,IJCCDICF_402.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0.582333344,3.168186665,0,0.721975218,0.715495014,0,0,2.204606042,0
M39,Aegir_M39_B145,IJCCDICF_415.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,3.73581998,0,0.983384663,1.675874462,0,0,2.930902284,1.704152841
M39,Aegir_M39_B145,IJCCDICF_427.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,3.557226006,0,1.415283847,1.028592401,0,0,2.884126386,1.357900775
M39,Aegir_M39_B145,IJCCDICF_51.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,3.84121325,0,0,1.924821939,0,0,2.891054221,2.020047107
M39,Aegir_M39_B145,IJCCDICF_69.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0,0,3.709072798,0,0.55884935,0,0,0,2.890438634,1.580647523
M39,Aegir_M39_B146,OICIJIOO_58.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,2.783079873,2.224562472,0,0,0.440570354,0,1.138984465,3.091797523,0
M39,Aegir_M39_B146,OICIJIOO_10.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,2.4807105,2.162148846,0,-0.180708156,0,0,0.858013237,2.835392851,0
M39,Aegir_M39_B146,OICIJIOO_39.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,2.561911795,1.955561609,0,0,0,0,0.751270447,2.834915317,0
M39,Aegir_M39_B146,OICIJIOO_144.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,2.600036961,2.101389967,0,0,0.543567973,0,0.287739574,2.901176494,0
M39,Aegir_M39_B146,OICIJIOO_157.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,2.442234555,2.131393449,0,0,0,0,1.021260689,2.723448134,0
M39,Aegir_M39_B146,OICIJIOO_28.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B146,OICIJIOO_102.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B146,OICIJIOO_87.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B147,FKCHBHNE_67.region001,RiPP,RiPP-like,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,0,0,0,0,0,0.737601393,0,1.803992289,3.193440641,0
M39,Aegir_M39_B147,FKCHBHNE_74.region001,Other,nucleoside,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,0,0,0,0,-0.276447352,0,0,1.239395295,2.668581469,0
M39,Aegir_M39_B148,KAEGOJLK_584.region001,NRP,NRP generic,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,0,1.579642438,3.255278411,0,0,2.04859621,0,0,2.696765158,0.962931236
M39,Aegir_M39_B149,EDJGDHEF_50.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,2.663694917,3.645942088,3.591166199,0,1.704603932,0,0,3.139429673,1.829792323
M39,Aegir_M39_B149,EDJGDHEF_149.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,2.769788224,3.642853511,3.585632719,0,1.819403843,0,0,3.151256451,1.885470782
M39,Aegir_M39_B149,EDJGDHEF_101.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B149,EDJGDHEF_16.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B149,EDJGDHEF_25.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B149,EDJGDHEF_49.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B15,JKANDIBI_105.region001,Hybrid,NRPS:T1PKS,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,1.79123516,1.523611509,0,1.881241889,2.258850581,2.981295312,2.11881754,3.478433585,0
M39,Aegir_M39_B15,JKANDIBI_129.region001,Hybrid,NRPS:T1PKS,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,1.559356324,0.888612152,0,1.281753034,1.936454273,2.749850987,1.944193479,3.010466312,0
M39,Aegir_M39_B15,JKANDIBI_16.region001,Polyketide,T3PKS,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,0.42076466,0.45853581,0,0.831473306,1.252896334,1.757387359,1.201187918,2.253890722,0
M39,Aegir_M39_B15,JKANDIBI_276.region001,NRP,NRP generic,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,1.590785491,1.123406663,0,1.294698796,1.932567644,2.798313493,1.954785335,3.003402005,0
M39,Aegir_M39_B15,JKANDIBI_5.region001,RiPP,RRE-containing,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,0,0,0,0,1.585256684,2.061718986,0,2.087731673,0
M39,Aegir_M39_B15,JKANDIBI_61.region001,NRP,NRP generic,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0,1.886793683,1.235354666,0,2.01442665,2.132377532,3.07530978,2.055172729,3.491954071,0
M39,Aegir_M39_B150,GLJOBBPH_429.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B150,GLJOBBPH_357.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B150,GLJOBBPH_377.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B150,GLJOBBPH_51.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B150,GLJOBBPH_160.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B150,GLJOBBPH_145.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B151,FCBIIHDP_125.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,0,0,0,0,0,0,0,0,0.92556454,2.256434457,0
M39,Aegir_M39_B151,FCBIIHDP_57.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,0,0,0,0,0,0,0,0,0.178960769,1.589011932,0
M39,Aegir_M39_B151,FCBIIHDP_89.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,0,0,0,0,0,0,0,0,0,1.861502359,0
M39,Aegir_M39_B153,FNBCAEOK_519.region001,Polyketide,T3PKS,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,0,0,0,2.620371197,0,0,0.854667004,0,0,0,2.087420354,0
M39,Aegir_M39_B153,FNBCAEOK_726.region001,Other,resorcinol,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,0,0,0,2.96608812,0,0,0.709240052,0,0,0.969810194,2.45014889,0
M39,Aegir_M39_B153,FNBCAEOK_891.region001,Other,phosphonate,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,0,0,0,2.766059683,0,0,0.294243791,0,0,0,2.388995932,0
M39,Aegir_M39_B153,FNBCAEOK_279.region001,RiPP,RiPP-like,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,0,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B153,FNBCAEOK_924.region001,RiPP,RiPP-like,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,0,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B154,IPGEANND_7.region001,Other,hydrogen-cyanide,Bacteria,Krumholzibacteriota,Krumholzibacteria,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,0,0,0,0,0,0.616487922,0,0,3.277325403,0
M39,Aegir_M39_B154,IPGEANND_9.region001,RiPP,RRE-containing,Bacteria,Krumholzibacteriota,Krumholzibacteria,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,0,0,0,0,0,0,0,0,2.380072597,0
M39,Aegir_M39_B155,KKPGHLON_124.region001,Polyketide,T3PKS,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,0,0.957526887,-0.305731958,0,0,0,0,0,2.510069234,-0.057124324
M39,Aegir_M39_B155,KKPGHLON_31.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,0,1.082814067,0.182733124,0,0,0,0,0,2.914910995,0
M39,Aegir_M39_B156,ALMMFMMH_12.region001,RiPP,LAP,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,JAGGXC01,JAGGXC01,0,0.66512035,0,0,0.883943471,0,0,0.542453622,2.970890365,0
M39,Aegir_M39_B158,DAIGHAGO_238.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.850651101,2.369384417,0,0,2.645995124,2.284498633,3.453879429,2.132700082,0.115564931
M39,Aegir_M39_B158,DAIGHAGO_373.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.863033153,2.34526843,0,0,2.630768218,2.440590472,3.674900563,2.18733428,0
M39,Aegir_M39_B158,DAIGHAGO_184.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B158,DAIGHAGO_171.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B159,LKLMGDAM_249.region001,RiPP,RRE-containing,Bacteria,Planctomycetota,SZUA-567,JAFGGJ01,JAFGGJ01,0,0,1.095865972,1.184789645,0,0,0.927997646,0,1.274229239,2.359116727,0
M39,Aegir_M39_B16,LAEAKBMI_163.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,2.140069634,1.54775207,0,0.978681513,1.069111322,0,0,2.599615034,0
M39,Aegir_M39_B16,LAEAKBMI_422.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,1.111625649,0.723428067,0,0,0,2.557392818,1.767110171,2.586683215,0
M39,Aegir_M39_B160,ENHKGPJA_248.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0,1.461960595,1.662858027,0,0,0,2.241550273,1.011934932,2.35893435,0
M39,Aegir_M39_B160,ENHKGPJA_29.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0,0,1.44915711,0,0,0,2.136993825,1.568559928,2.158597394,0
M39,Aegir_M39_B160,ENHKGPJA_324.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0,0,0.961821579,0,0,0,2.114545092,1.829412423,2.347955472,0
M39,Aegir_M39_B160,ENHKGPJA_326.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0,1.74065494,1.804755029,0,0,0,2.533209595,1.316958216,2.686007774,0
M39,Aegir_M39_B161,EACKFKNK_79.region001,Other,betalactone,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,0,0,0.911213125,0,0,1.064595592,0.519868594,2.506287131,2.87116054,0
M39,Aegir_M39_B161,EACKFKNK_97.region001,RiPP,RiPP-like,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,0,0,1.455109886,0,0,0,0,2.021670735,3.164550169,0
M39,Aegir_M39_B163,GPNINHOO_24.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,0,0,0,2.399792435,1.850100683,0,0,0,0,2.429285952,0
M39,Aegir_M39_B163,GPNINHOO_11.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B163,GPNINHOO_91.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B163,GPNINHOO_5.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,0,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B164,PNPOMJDI_313.region001,RiPP,ranthipeptide,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,2.555026486,0.775452665,0,1.344684807,0,1.104267437,1.342013514,2.372439924,0
M39,Aegir_M39_B164,PNPOMJDI_93.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B164,PNPOMJDI_2.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B164,PNPOMJDI_311.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B164,PNPOMJDI_85.region001,NRP,NRPS-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B164,PNPOMJDI_56.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0,0,0,0,0,0,0,0,0,0
M39,Aegir_M39_B166,GHHMGHBK_117.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.782503236,1.529902458,0,0,1.449201719,2.389421313,1.151980635,2.456228072,0
M39,Aegir_M39_B166,GHHMGHBK_53.region001,Hybrid,NRPS:lanthipeptide,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,3.501217207,2.337409831,0,0.882822086,2.244853183,3.029385178,1.061205472,3.234229048,0
M39,Aegir_M39_B166,GHHMGHBK_54.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.755664324,1.510396579,0,0,1.272087987,2.380573503,1.016259588,2.342408867,0
M39,Aegir_M39_B166,GHHMGHBK_99.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,2.735297213,2.05769284,0,1.450277291,2.159157507,2.251252607,2.433386439,2.349244522,0
